PCF ID,Hierarchy ID,Name,Metrics available?
13884,4.8.1.1,Gather and analyze supply chain information,N
13885,4.8.1.2,Establish supply chain strategy and goals,N
13886,4.8.1.3,Define supply chain support strategies,N
13887,4.8.1.4,Produce supply chain business plans,N
13888,4.8.1.5,Gain enterprise commitment to supply chain plans,N
13868,4.8.2,Deliver supply chain capability,N
13889,4.8.2.1,Determine sourcing requirements,N
13890,4.8.2.2,Manage the tender process,N
13891,4.8.2.3,Gain tender decision approval,N
13892,4.8.2.4,Gain approval for commercial arrangements,N
13893,4.8.2.5,Determine potential supplier/partners,N
13894,4.8.2.6,Negotiate commercial arrangements,N
13869,4.8.3,Develop supply chain and manage change,N
13895,4.8.3.1,Manage supplier/partner engagement,N
13896,4.8.3.2,Manage supply chain contract variation,N
13897,4.8.3.3,Manage supplier partner termination,N
13898,4.8.3.4,Manage supply chain supplier/partner termination,N
13859,4.9,Manage supplier/partner relationship,N
13870,4.9.1,Perform supplier/partner relationship management support and readiness,N
13899,4.9.1.1,Support supplier/partner requisition management,N
13900,4.9.1.2,Support supplier/partner reporting and management,N
13901,4.9.1.3,Support supplier/partner performance management,N
13902,4.9.1.4,Support supplier/partner settlement and payment management,N
13903,4.9.1.5,Manage support supplier/partner interface,N
13904,4.9.1.6,Manage supplier/partner inventory,N
13871,4.9.2,Manage supplier/partner requisition,N
13905,4.9.2.1,Select supplier/partner,N
13906,4.9.2.2,Determine supplier/partner pre-requisition feasibility,N
13907,4.9.2.3,Track and manage supplier/partner requisition,N
13908,4.9.2.4,Receive and accept supplier/partner requisition,N
13909,4.9.2.5,Initiate supplier /partner requisition order,N
13910,4.9.2.6,Report supplier/partner requisition,N
13911,4.9.2.7,Close supplier/partner requisition order,N
13872,4.9.3,Report and manage supplier/partner problem,N
13912,4.9.3.1,Initiate supplier/partner problem report,N
13913,4.9.3.2,Receive supplier/partner problem report,N
13914,4.9.3.3,Track and manage supplier/partner problem resolution,N
13915,4.9.3.4,Report supplier/partner problem resolution,N
13916,4.9.3.5,Close supplier/partner problem report,N
13873,4.9.4,Manage supplier/partner performance,N
13917,4.9.4.1,Monitor and control supplier/partner service performance,N
13918,4.9.4.2,Track and manage supplier/partner performance resolution,N
13919,4.9.4.3,Report supplier/partner performance,N
13920,4.9.4.4,Close supplier/partner performance degradation report,N
13874,4.9.5,Manage supplier/partner settlement and payment,N
13921,4.9.5.1,Manage account,N
13922,4.9.5.2,Receive and assess invoice,N
13923,4.9.5.3,Negotiate and approve invoice,N
13924,4.9.5.4,Issue settlement notice and payment,N
13875,4.9.6,Manage supplier/partner invoice,N
13925,4.9.6.1,Manage supplier/partner requests,N
13926,4.9.6.2,Analyze and report supplier/partner interactions,N
13927,4.9.6.3,Mediate and orchestrate supplier/partner interactions,N
10006,5,Manage Customer Service,Y
10378,5.1,Develop customer care/customer service strategy,Y
10381,5.1.1,"Develop customer service segmentation/prioritization (e.g., tiers)",N
10384,5.1.1.1,Analyze existing customers,N
10385,5.1.1.2,Analyze feedback of customer's needs,N
10382,5.1.2,Define customer service policies and procedures,N
10383,5.1.3,Establish service levels for customers,Y
10379,5.2,Plan and manage customer service operations,Y
10387,5.2.1,Plan and manage customer service work force,Y
10390,5.2.1.1,Forecast volume of customer service contacts,N
10393,5.2.1.2,Monitor and evaluate quality of customer interactions with customer service representatives,N
10388,5.2.2,Manage customer service requests/inquiries,Y
10394,5.2.2.1,Receive customer requests/inquiries,N
13482,5.2.2.2,Analyze problem/request,N
13483,5.2.2.3,Resolve problem/request or hand over to responsible areas,N
13484,5.2.2.4,Receive solution,N
10395,5.2.2.5,Route customer requests/inquiries,N
10396,5.2.2.6,Respond to customer requests/inquiries,N
10389,5.2.3,Manage customer complaints,N
10397,5.2.3.1,Receive customer complaints,N
10398,5.2.3.2,Route customer complaints,N
10399,5.2.3.3,Resolve customer complaints,N
10400,5.2.3.4,Respond to customer complaints,N
13485,5.2.4,Perform customer relationship management (CRM) support and readiness,N
13487,5.2.4.1,Support customer interface management,N
13488,5.2.4.2,Support order handling,N
13489,5.2.4.3,Support problem handling,N
13490,5.2.4.4,Support billing and collections,N
13491,5.2.4.5,Support retention and loyalty,N
13492,5.2.4.6,Support marketing fulfillment,N
13493,5.2.4.7,Support selling,N
13494,5.2.4.8,Manage campaigns,N
13495,5.2.4.9,Manage customer inventory,N
13496,5.2.4.10,Manage product offering inventory,N
13497,5.2.4.11,Manage sales inventory,N
13486,5.2.5,Manage customer interface,N
13498,5.2.5.1,Manage request,N
13499,5.2.5.2,Manage contact,N
13500,5.2.5.3,Analyze and report on customer,N
13501,5.2.5.4,Mediate and orchestrate customer interactions,N
13502,5.2.6,Obtain marketing fulfillment response,N
13508,5.2.6.1,Issue and distribute marketing collateral,N
13509,5.2.6.2,Track marketing leads,N
13503,5.2.7,Segment customers,N
13510,5.2.7.1,Identify customer groups,N
13511,5.2.7.2,Determine content requirements based on individual customer groups,N
13512,5.2.7.3,Analyze device capabilities of individual customer groups,N
13513,5.2.7.4,Map device against target segments,N
13504,5.2.8,Handle orders,N
13514,5.2.8.1,Establish order,N
13518,5.2.8.1.1,Add directory,N
13519,5.2.8.1.2,Assign telephone number (TN) pre-order,N
13520,5.2.8.1.3,Add service features,N
13521,5.2.8.1.4,Resume service,N
13522,5.2.8.1.5,Resume service address,N
13523,5.2.8.1.6,Remove service,N
13524,5.2.8.1.7,Change directory listing,N
13525,5.2.8.1.8,Move telephone numbers,N
13526,5.2.8.1.9,Upgrade service,N
13527,5.2.8.1.10,Add service line item,N
13528,5.2.8.1.11,Add products,N
13529,5.2.8.1.12,Deactivate service,N
13530,5.2.8.1.13,Suspend customer,N
13531,5.2.8.1.14,Suspend service address,N
13532,5.2.8.1.15,Create commitment schedule for installation,N
13533,5.2.8.1.16,Create commitment schedule for problem resolution,N
13534,5.2.8.1.17,Check progress of order tasks,N
13535,5.2.8.1.18,Perform audit reporting,N
13515,5.2.8.2,Close customer order,N
13516,5.2.8.3,Complete order,N
13517,5.2.8.4,Report customer order handling,N
13505,5.2.9,Manage customer quality of service (QoS)/ service level agreement (SLA),N
13536,5.2.9.1,Access customer QoS/SLA management,N
13537,5.2.9.2,Manage QoS violation,N
13538,5.2.9.3,Report customer quality of service (QoS) performance,N
13539,5.2.9.4,Create customer QoS performance degradation report,N
13540,5.2.9.5,Track and manage customer QoS performance resolution,N
13541,5.2.9.6,Close customer QoS performance degradation report,N
13506,5.2.10,Handle problems,N
13542,5.2.10.1,Create customer problem report,N
13543,5.2.10.2,Isolate customer problem,N
13544,5.2.10.3,Report customer problem,N
13545,5.2.10.4,Track and manage customer problem,N
13546,5.2.10.5,Close customer problem report,N
13547,5.2.10.6,Correct and recover customer problem,N
13507,5.2.11,Retain customers and promote loyalty,N
13548,5.2.11.1,Establish and terminate customer relationship,N
13549,5.2.11.2,Build customer insight,N
13550,5.2.11.3,Personalize customer profile for retention and loyalty,N
13551,5.2.11.4,Analyze and manage customer risk,N
13552,5.2.11.5,Validate customer satisfaction,N
13553,5.3,Assure service,N
13554,5.3.1,Detect problem,N
13560,5.3.1.1,Monitor continuously/analyze service,N
13561,5.3.1.2,Perform regular/preventative maintenance cycles,N
13562,5.3.1.3,Take proactive control,N
13563,5.3.1.4,"Receive customer complaints on service assurance related problems (e.g. service outage, QoS Problems)",N
13555,5.3.2,Correlate problems,N
13564,5.3.2.1,Collect problems,N
13565,5.3.2.2,Conduct fault analysis/diagnostic,N
13566,5.3.2.3,Correlate problems to find problem hot spots (performance and fault data correlation),N
13556,5.3.3,Analyze impact,N
13567,5.3.3.1,"Analyze impact of service problems (violation of SLAs, network outage, etc)",N
13568,5.3.3.2,Define severity status of problems,N
13569,5.3.3.3,Notify customer (service) on impact of problems and expected resolution times respectively out-of-service times,N
13557,5.3.4,Prioritize problems,N
13570,5.3.4.1,Examine quality of service (QoS),N
13571,5.3.4.2,Determine number of customers affected by problem,N
13572,5.3.4.3,Determine type of customer affected by problem,N
13573,5.3.4.4,Identify severity status,N
13574,5.3.4.5,Prioritize problem,N
13575,5.3.4.6,Schedule repair/restoration technicians to do work,N
13558,5.3.5,Resolve problems/ restore service,N
13576,5.3.5.1,Resolve problems/ restore service,N
13577,5.3.5.2,Document cause of problem and problem resolution,N
13578,5.3.5.3,"Update knowledge database, if available",N
13559,5.3.6,Maintain customer service information,N
13579,5.3.6.1,"Inform the customer/customer service on ""service restored"" status",N
13480,5.3.6.2,Renegotiate/Optimize existing contracts based on supplier performance,N
13581,5.3.6.3,Close trouble ticket,N
10380,5.4,Measure and evaluate customer service operations,Y
10401,5.4.1,Measure customer satisfaction with customer requests/inquiries handling,N
10404,5.4.1.1,Gather and solicit post-sale customer feedback on products and services,N
10405,5.4.1.2,Solicit post-sale customer feedback on ad effectiveness,N
10406,5.4.1.3,Analyze product and service satisfaction data and identify improvement opportunities,N
10407,5.4.1.4,Provide customer feedback to product management on products and services,N
10402,5.4.2,Measure customer satisfaction with customer-complaint handling and resolution,Y
11236,5.4.2.1,Solicit customer feedback on complaint handling and resolution,N
11237,5.4.2.2,Analyze customer complaint data and identify improvement opportunities,N
10403,5.4.3,Measure customer satisfaction with products and services,Y
11238,5.4.3.1,Gather and solicit post-sale customer feedback on products and services,N
11239,5.4.3.2,Solicit post-sale customer feedback on ad effectiveness,N
11240,5.4.3.3,Analyze product and service satisfaction data and identify improvement opportunities,N
11241,5.4.3.4,Provide customer feedback to product management on products and services,N
10007,6,Develop and Manage Human Capital,Y
10409,6.1,"Develop and manage human resources (HR) planning, policies, and strategies",Y
10415,6.1.1,Develop human resources strategy,Y
13582,6.1.1.1,Manage organization structure,N
13583,6.1.1.2,Manage and co-ordinate organizational change,N
10418,6.1.1.3,Identify strategic HR needs,N
10419,6.1.1.4,Define HR and business function roles and accountability,N
10420,6.1.1.5,Determine HR costs,N
13584,6.1.1.6,Manage headcount planning,N
13585,6.1.1.7,Map cost structure to organizational unit,N
13586,6.1.1.8,Define employee development guidelines,N
10421,6.1.1.9,Establish HR measures,N
10422,6.1.1.10,Communicate HR strategies,N
10416,6.1.2,Develop and implement human resources plans,Y
13587,6.1.2.1,Gather skill requirements according to corporate strategy and market environment,N
13588,6.1.2.2,Plan employee requirements per unit/organization,N
10423,6.1.2.3,Gather skill requirements according to corporate strategy and market environment,N
10424,6.1.2.4,Plan employee resourcing requirements per unit/organization,N
10425,6.1.2.5,Develop compensation plan,N
10426,6.1.2.6,Develop succession plan,Y
10427,6.1.2.7,Develop employee diversity plan,N
10428,6.1.2.8,Develop other HR programs,N
10429,6.1.2.9,Develop HR policies,N
10430,6.1.2.10,Administer HR policies,N
10431,6.1.2.11,Plan employee benefits,N
13589,6.1.2.12,Plan training and development programs,N
13590,6.1.2.13,Create and maintain position and job,N
13591,6.1.2.14,Identify workforce competency and skills,N
13592,6.1.2.15,Define workforce competency and skill needs,N
10432,6.1.2.16,Develop strategy for HR systems/technologies/tools,N
10433,6.1.2.17,Develop workforce strategy models,N
13593,6.1.2.18,Define costs of workforce strategy models,N
10417,6.1.3,Monitor and update plans,Y
13594,6.1.3.1,Monitor existing skill profiles of employees,N
10434,6.1.3.2,Measure realization of objectives,N
10435,6.1.3.3,Measure contribution to business strategy,N
10436,6.1.3.4,Communicate plans and provide updates to stakeholders,N
10437,6.1.3.5,Determine value added from HR function,N
10438,6.1.3.6,Review and revise HR plans,N
10410,6.2,"Recruit, source, and select employees",Y
10439,6.2.1,Create and develop employee requisitions,N
13595,6.2.1.1,Analyze corporate job,N
13596,6.2.1.2,Define job/skill profiles,N
10445,6.2.1.3,Align staffing plan to workforce plan and business unit strategies/resource needs,N
10446,6.2.1.4,Develop and open job requisition,N
10447,6.2.1.5,Develop a job description,N
10448,6.2.1.6,Post requisition,N
10449,6.2.1.7,Manage internal/external job posting web sites,N
10450,6.2.1.8,Change/Update requisition,N
10451,6.2.1.9,Notify hiring manager,N
10452,6.2.1.10,Manage requisition date,N
10440,6.2.2,Recruit/Source candidates,N
10453,6.2.2.1,Determine recruitment methods,N
10454,6.2.2.2,Perform recruiting activities/events,N
10455,6.2.2.3,Manage recruitment vendors,N
10441,6.2.3,Screen and select candidates,N
10456,6.2.3.1,Identify and deploy candidate selection tools,N
10457,6.2.3.2,Interview candidates,N
10458,6.2.3.3,Test candidates,N
10459,6.2.3.4,Select and reject candidates,N
10442,6.2.4,Manage pre-placement verification,N
10460,6.2.4.1,Complete candidate background information,N
10461,6.2.4.2,Conduct pre-employment screening,N
10462,6.2.4.3,Recommend/Not recommend candidate,N
10443,6.2.5,Manage new hire/re-hire,Y
10463,6.2.5.1,Draw up and make offer,N
10464,6.2.5.2,Negotiate offer,N
10465,6.2.5.3,Hire candidate,N
10444,6.2.6,Track candidates,N
10466,6.2.6.1,Create applicant record,N
10467,6.2.6.2,Manage/Track applicant data,N
10468,6.2.6.3,Archive and retain records of non-hires,N
10411,6.3,Develop and counsel employees,Y
10469,6.3.1,Manage employee orientation and deployment,Y
10474,6.3.1.1,Create/Maintain employee on-boarding program,N
10477,6.3.1.1.1,Develop employee induction program,N
10478,6.3.1.1.2,Maintain/Update employee induction program,N
10475,6.3.1.2,Introduce new employees to managers,N
10476,6.3.1.3,Introduce workplace,N
11243,6.3.1.4,Evaluate the effectiveness of the employee on-boarding program,N
10470,6.3.2,Manage employee performance,Y
10479,6.3.2.1,Define performance objectives,N
10480,6.3.2.2,"Review, appraise, and manage employee performance",N
10481,6.3.2.3,Evaluate and review performance program,N
10471,6.3.3,Manage employee relations,Y
10482,6.3.3.1,Manage health and safety,Y
10483,6.3.3.2,Manage labor relations,Y
10484,6.3.3.3,Manage collective bargaining process,N
10485,6.3.3.4,Manage labor management partnerships,N
10472,6.3.4,Manage employee development,Y
10486,6.3.4.1,Develop competency management plans,N
10487,6.3.4.2,Define employee development guidelines,N
10488,6.3.4.3,Develop employee career plans,N
10489,6.3.4.4,Manage employee skills development,N
13597,6.3.4.5,Administer training and events,N
10473,6.3.5,Develop and train employees,Y
10490,6.3.5.1,Align employee and organization development needs,N
10491,6.3.5.2,Develop competencies,N
10492,6.3.5.3,Establish training needs by analysis of required and available skills,N
10493,6.3.5.4,"Develop, conduct, and manage employee and/or management training programs",Y
13598,6.3.5.5,Manage personnel development,N
13599,6.3.6,Establish employee communities,N
10412,6.4,Reward and retain employees,Y
10494,6.4.1,"Develop and manage reward, recognition, and motivation programs",Y
10498,6.4.1.1,Develop salary/compensation structure and plan,N
10499,6.4.1.2,Develop benefits and reward plan,N
10500,6.4.1.3,Perform competitive analysis of benefit and rewards,N
10501,6.4.1.4,"Identify compensation requirements based on financial, benefits, and HR policies",N
10502,6.4.1.5,Administer compensation and rewards to employees,N
10503,6.4.1.6,Reward and motivate employees,N
10495,6.4.2,Manage and administer benefits,N
10504,6.4.2.1,Deliver employee benefits program,N
10505,6.4.2.2,Administer benefit enrollment,N
10506,6.4.2.3,Process claims,N
10507,6.4.2.4,Perform benefit reconciliation,N
10496,6.4.3,Manage employee assistance and retention,N
10508,6.4.3.1,Deliver programs to support work/life balance for employees,N
10509,6.4.3.2,Develop family support systems,N
10510,6.4.3.3,Review retention and motivation indicators,N
10511,6.4.3.4,Review compensation plan,N
10497,6.4.4,Payroll administration,Y
10413,6.5,Re-deploy and retire employees,Y
10512,6.5.1,Manage promotion and demotion process,Y
10513,6.5.2,Manage separation,Y
10514,6.5.3,Manage retirement,N
10515,6.5.4,Manage leave of absence,N
10516,6.5.5,Develop and implement employee outplacement,N
10517,6.5.6,Manage deployment of personnel,N
10518,6.5.7,Relocate employees and manage assignments,Y
10519,6.5.8,Manage employment reduction and retirement,N
10520,6.5.9,Manage expatriates,Y
10521,6.5.10,Manage employee relocation process,N
10414,6.6,Manage employee information,Y
10522,6.6.1,Manage reporting processes,N
10523,6.6.2,Manage employee inquiry process,Y
10524,6.6.3,Manage and maintain employee data,N
10525,6.6.4,Manage human resource information systems (HRIS),N
10526,6.6.5,Develop and manage employee metrics,N
10527,6.6.6,Develop and manage time and attendance,N
10528,6.6.7,Manage employee communication,N
10529,6.6.7.1,Develop employee communication plan,N
10530,6.6.7.2,Manage/Collect employee suggestions and perform employee research,N
10531,6.6.7.3,Manage employee grievances,Y
10532,6.6.7.4,Publish employee communications,N
13600,6.6.8,Manage employee compensation,N
13601,6.6.8.1,Manage personnel cost planning,N
13602,6.7,Manage employee and labor relations,N
13605,6.7.1,Manage employee relations,N
13615,6.7.1.1,Manage terms of employment,N
13616,6.7.1.2,Manage union contact agreements,N
13617,6.7.1.3,Manage employee arbitration,N
13618,6.7.1.4,Manage labor contract development,N
13619,6.7.1.5,Manage employee counseling,N
13603,6.8,Manage occupational health and safety,N
13606,6.8.1,Manage health and safety planning,N
13607,6.8.2,Track and report health and safety incidents,N
13604,6.9,Perform workforce administration,N
13608,6.9.1,Manage personnel profile,N
13609,6.9.2,Manage personnel time management,N
13610,6.9.3,Manage personnel benefit administration,N
13611,6.9.4,Manage organization structure,N
13612,6.9.5,Manage recruitment,N
13613,6.9.6,Manage compensation,N
13614,6.9.7,Manage leave,N
10008,7,Manage Information Technology,Y
10563,7.1,Manage the business of information technology,Y
10570,7.1.1,Develop the enterprise IT strategy,Y
10603,7.1.1.1,Build strategic intelligence,N
10604,7.1.1.2,Identify long-term IT needs of the enterprise in collaboration with stakeholders,N
10605,7.1.1.3,"Define strategic standards, guidelines and principles",N
10606,7.1.1.4,Define and establish IT architecture and development standards,N
10607,7.1.1.5,Define strategic vendors for IT components,N
10608,7.1.1.6,Establish IT governance organization and processes,N
10609,7.1.1.7,Build strategic plan to support business objectives,N
10571,7.1.2,Define the enterprise architecture,N
10611,7.1.2.1,Establish the enterprise architecture definition,N
10612,7.1.2.2,Confirm enterprise architecture maintenance approach,N
10613,7.1.2.3,Maintain the relevance of the enterprise architecture,N
10614,7.1.2.4,Act as clearinghouse for IT research and innovation,N
10615,7.1.2.5,Govern the enterprise architecture,N
13620,7.1.2.6,Gather internal and external requirements,N
13621,7.1.2.7,Define master plan for IT architecture enhancements according to business requirements,N
13622,7.1.2.8,Incorporate technology development,N
10572,7.1.3,Manage the IT portfolio,N
10616,7.1.3.1,Establish the IT portfolio,N
10617,7.1.3.2,Analyze and evaluate the value of the IT portfolio for the enterprise,N
10618,7.1.3.3,Provision resources in accordance with strategic priorities,N
10573,7.1.4,Perform IT research and innovation,N
10620,7.1.4.1,Research technologies to innovate IT services and solutions,N
10621,7.1.4.2,Transition viable technologies for IT services and solutions development,N
10574,7.1.5,Perform IT financial management,N
10622,7.1.5.1,Develop and maintain IT services and solutions cost transparency,N
10623,7.1.5.2,Establish and maintain accounting process,N
10624,7.1.5.3,Tie project funding to business case decision checkpoints,N
10575,7.1.6,Evaluate and communicate IT business value and performance,Y
10625,7.1.6.1,Establish and monitor key performance indicators,N
10626,7.1.6.2,Evaluate IT plan performance,N
10627,7.1.6.3,Communicate IT value,N
10576,7.1.7,Perform IT staff management,N
10628,7.1.7.1,Develop IT leadership and staff,N
10629,7.1.7.2,Manage IT staff performance,N
10577,7.1.8,Manage IT suppliers and contracts,N
10630,7.1.8.1,Develop IT (development and delivery) sourcing strategies,N
10631,7.1.8.2,Negotiate with suppliers,N
10632,7.1.8.3,Establish and maintain supplier relationships,N
10633,7.1.8.4,Evaluate supplier performance,N
10634,7.1.8.5,Assess contract performance,N
10564,7.2,Develop and manage IT customer relationships,Y
10578,7.2.1,Develop IT services and solutions strategy,Y
11244,7.2.1.1,Research IT services and solutions to address business and user requirements,N
11245,7.2.1.2,Translate business and user requirements into IT services and solutions requirements,N
11246,7.2.1.3,Formulate IT services and solutions strategic initiatives,N
11247,7.2.1.4,Coordinate strategies with internal stakeholders to ensure alignment,N
11248,7.2.1.5,Evaluate and select IT services and solutions strategic initiatives,N
10579,7.2.2,Develop and manage IT service levels,N
10640,7.2.2.1,Create and maintain the IT services and solutions catalog,N
10641,7.2.2.2,Establish and maintain business and IT service level agreements,N
10642,7.2.2.3,Evaluate and report service level attainment results,N
10643,7.2.2.4,Communicate business and IT service level improvement opportunities,N
10580,7.2.3,Perform demand side management (DSM) for IT services,N
10644,7.2.3.1,Analyze IT services and solutions consumption and usage,N
10645,7.2.3.2,Develop and implement incentive programs that improve consumption efficiency,N
10646,7.2.3.3,Develop volume/unit forecast for IT services and solutions,N
10581,7.2.4,Manage IT customer satisfaction,Y
10647,7.2.4.1,Capture and analyze customer satisfaction,N
10648,7.2.4.2,Assess and communicate customer satisfaction patterns,N
10649,7.2.4.3,Initiate improvements based on customer satisfaction patterns,N
10582,7.2.5,Market IT services and solutions,N
10650,7.2.5.1,Develop IT services and solutions marketing strategy,N
10651,7.2.5.2,Develop and manage IT customer strategy,N
10652,7.2.5.3,Manage IT services and solutions advertising and promotional campaigns,N
10653,7.2.5.4,Process and track IT services and solutions orders,N
11216,7.3,Manage business resiliency and risk,Y
11217,7.3.1,Develop and manage business resilience,N
11221,7.3.1.1,Develop the business resilience strategy,N
11222,7.3.1.2,Perform continuous business operations planning,N
11223,7.3.1.3,Test continuous business operations,N
11224,7.3.1.4,Maintain continuous business operations,N
11218,7.3.2,Develop and manage regulatory compliance,N
11225,7.3.2.1,Develop the regulatory compliance strategy,N
11226,7.3.2.2,Establish regulatory compliance controls,N
11227,7.3.2.3,Manage regulatory compliance remediation,N
11219,7.3.3,Perform integrated risk management,N
11228,7.3.3.1,Develop an integrated risk strategy and approach,N
11229,7.3.3.2,Manage integrated risks,N
11220,7.3.4,"Develop and implement security, privacy, and data protection controls",Y
11230,7.3.4.1,"Establish information security, privacy, and data protection strategies and levels",N
11231,7.3.4.2,"Test, evaluate, and implement information security, and privacy and data protection controls",N
10565,7.4,Manage enterprise information,Y
10583,7.4.1,Develop information and content management strategies,Y
10654,7.4.1.1,Understand information and content management needs and the role of IT services for executing the business strategy,N
10655,7.4.1.2,Assess the information and content management implications of new technologies,N
10656,7.4.1.3,Identify and prioritize information and content management actions,N
10584,7.4.2,Define the enterprise information architecture,Y
10657,7.4.2.1,"Define information elements, composite structure, logical relationships and constraints, taxonomy, and derivation rules",N
10658,7.4.2.2,Define information access requirements,N
10659,7.4.2.3,Establish data custodianship,N
10660,7.4.2.4,Manage changes to content data architecture requirements,N
10585,7.4.3,Manage information resources,Y
10661,7.4.3.1,Define the enterprise information/data policies and standards,N
10662,7.4.3.2,Develop and implement data and content administration,N
10586,7.4.4,Perform enterprise data and content management,Y
10663,7.4.4.1,Define sources and destinations of content data,N
10664,7.4.4.2,Manage technical interfaces to users of content,N
10665,7.4.4.3,"Manage retention, revision, and retirement of enterprise information",N
10566,7.5,Develop and maintain information technology solutions,Y
10587,7.5.1,Develop the IT development strategy,Y
10666,7.5.1.1,Establish sourcing strategy for IT development,N
10667,7.5.1.2,"Define development processes, methodologies, and tools standards",N
10668,7.5.1.3,Select development methodologies and tools,N
10588,7.5.2,Perform IT services and solutions life cycle planning,N
10669,7.5.2.1,Plan development of new requirements,N
10670,7.5.2.2,Plan development of feature and functionality enhancement,N
10671,7.5.2.3,Develop life cycle plan for IT services and solutions,N
10589,7.5.3,Develop and maintain IT services and solutions architecture,N
10672,7.5.3.1,Create IT services and solutions architecture,N
10673,7.5.3.2,Revise IT services and solutions architecture,N
10674,7.5.3.3,Retire IT services and solutions architecture,N
13623,7.5.4,"Develop project plans for particular IT projects including rough timetables, project budgets",N
13624,7.5.5,Allocate resources for projects,N
10590,7.5.6,Create IT services and solutions,Y
10675,7.5.6.1,Understand confirmed requirements,N
10676,7.5.6.2,Design IT services and solutions,N
10677,7.5.6.3,Acquire/Develop IT service/solution components,N
10678,7.5.6.4,Train services and solutions resources,N
10679,7.5.6.5,Test IT services/solutions,N
10680,7.5.6.6,Confirm customer acceptance,N
13928,7.5.7,Test IT architecture and build-up,N
13625,7.5.7.1,Define testing and acceptance criteria,N
13626,7.5.7.2,Conduct acceptance test,N
13627,7.5.7.3,Implement architecture enhancements,N
13628,7.5.7.4,Transfer to operations,N
10591,7.5.8,Maintain IT services and solutions,Y
10681,7.5.8.1,Understand upkeep/enhance requirements and defect analysis,N
10682,7.5.8.2,Design change to existing IT service/solution,N
10683,7.5.8.3,Acquire/Develop changed IT service/solution component,N
10684,7.5.8.4,Test IT service/solution change,N
10685,7.5.8.5,Retire solutions and services,N
10567,7.6,Deploy information technology solutions,Y
10592,7.6.1,Develop the IT deployment strategy,Y
10686,7.6.1.1,Establish IT services and solutions change policies,N
10687,7.6.1.2,"Define deployment process, procedures, and tools standards",N
10688,7.6.1.3,Select deployment methodologies and tools,N
10593,7.6.2,Plan and implement changes,N
10689,7.6.2.1,Plan change deployment,N
10690,7.6.2.2,Communicate changes to stakeholders,N
10691,7.6.2.3,Administer change schedule,N
10692,7.6.2.4,Train impacted users,N
10693,7.6.2.5,Distribute and install change,N
10694,7.6.2.6,Verify change,N
10594,7.6.3,Plan and manage releases,N
10695,7.6.3.1,Understand and coordinate release design and acceptance,N
10696,7.6.3.2,Plan release rollout,N
10697,7.6.3.3,Distribute and install release,N
10698,7.6.3.4,Verify release,N
10568,7.7,Deliver and support information technology services,Y
10595,7.7.1,Develop IT services and solution delivery strategy,N
10699,7.7.1.1,Establish sourcing strategy for IT delivery,N
10700,7.7.1.2,"Define delivery processes, procedures, and tools standards",N
10701,7.7.1.3,Select delivery methodologies and tools,N
10596,7.7.2,Develop IT support strategy,N
10702,7.7.2.1,Establish sourcing strategy for IT support,N
10703,7.7.2.2,Define IT support services,N
10597,7.7.3,Manage IT infrastructure resources,N
10704,7.7.3.1,Manage IT inventory and assets,N
10705,7.7.3.2,Manage IT resource capacity,N
10598,7.7.4,Manage IT infrastructure operations,N
10706,7.7.4.1,Deliver IT services and solutions,N
10707,7.7.4.2,Perform IT operations support services,N
10599,7.7.5,Support IT services and solutions,Y
10708,7.7.5.1,Manage availability,N
10709,7.7.5.2,Manage facilities,N
10710,7.7.5.3,Manage backup/recovery,N
10711,7.7.5.4,Manage performance and capacity,N
10712,7.7.5.5,Manage incidents,N
10713,7.7.5.6,Manage problems,N
10714,7.7.5.7,Manage inquiries,N
10569,7.8,Manage IT knowledge,Y
10600,7.8.1,Develop IT knowledge management strategy,N
10715,7.8.1.1,Understand IT knowledge needs,N
10716,7.8.1.2,Understand current IT knowledge flow,N
10717,7.8.1.3,Coordinate strategy and roles with the enterprise KM function,N
10718,7.8.1.4,Plan IT knowledge management actions and priorities,N
10601,7.8.2,Develop and maintain IT knowledge map,N
10719,7.8.2.1,"Define knowledge elements, logical relationships and constraints, and currency rules",N
10720,7.8.2.2,Identify IT knowledge sources and repositories,N
10721,7.8.2.3,Identify IT knowledge-sharing opportunities,N
10722,7.8.2.4,Define IT knowledge processes and approaches,N
13629,7.8.2.5,Maintain documentation of changes,N
13630,7.8.2.6,Gather requirements for further developments,N
13631,7.8.2.7,Improve performance,N
10602,7.8.3,Manage IT knowledge life cycle,N
10723,7.8.3.1,Gather knowledge elements from IT knowledge sources,N
10724,7.8.3.2,"Evaluate, create, and codify knowledge elements",N
10725,7.8.3.3,Deploy codified IT knowledge,N
10726,7.8.3.4,Update and retire IT knowledge,N
10727,7.8.3.5,Evaluate and improve IT knowledge strategies and processes,N
10009,8,Manage Financial Resources,Y
10728,8.1,Perform planning and management accounting,Y
10738,8.1.1,Perform planning/budgeting/forecasting,Y
10771,8.1.1.1,Develop and maintain budget policies and procedures,N
10772,8.1.1.2,Prepare periodic budgets and plans,N
10773,8.1.1.3,Prepare periodic financial forecasts,N
10739,8.1.2,Perform cost accounting and control,Y
10774,8.1.2.1,Perform inventory accounting,N
10775,8.1.2.2,Perform cost of sales analysis,N
10776,8.1.2.3,Perform product costing,N
10777,8.1.2.4,Perform variance analysis,N
11175,8.1.2.5,Report on profitability,N
10740,8.1.3,Perform cost management,N
10778,8.1.3.1,Determine key cost drivers,N
