code,examples
332439,"['Light gauge metal bins manufacturing', 'Light gauge metal drums manufacturing', 'Light gauge metal garbage cans manufacturing', 'Light gauge metal lunch boxes manufacturing', 'Light gauge metal mailboxes manufacturing', 'Light gauge metal tool boxes manufacturing', 'Light gauge metal vats manufacturing', 'Metal air cargo containers manufacturing', 'Metal barrels manufacturing', 'Vacuum bottles and jugs manufacturing']"
332431,[]
326111,[]
326113,[]
326112,[]
45431,[]
445110,[]
23712,[]
23713,[]
23711,[]
92615,[]
92614,[]
92613,[]
92612,[]
92611,[]
561440,"['Account or delinquent account collection services', 'Tax collection services on a contract or fee basis', 'Bill or debt collection services']"
322121,[]
322122,[]
327410,[]
314999,"['Batts and batting (except nonwoven fabrics) manufacturing', 'Embroidering on textile products or apparel for the trade', 'Fishing nets made from purchased materials', 'Carpet cutting and binding', 'Sleeping bags manufacturing', 'Diapers (except disposable) made from purchased materials', 'Textile fire hoses made from purchased materials', 'Dust cloths made from purchased fabric', 'Weatherstripping made from purchased textiles']"
314994,[]
32619,"['Inflatable plastics swimming pool rafts and similar flotation devices manufacturing', 'Plastics air mattresses manufacturing', 'Plastics bottle caps and lids manufacturing', 'Plastics bowls and bowl covers manufacturing', 'Plastics clothes hangers manufacturing', 'Plastics cups (except foam) manufacturing', 'Plastics dinnerware (except foam) manufacturing', 'Plastics gloves manufacturing', 'Plastics hardware manufacturing', 'Plastics ice chests or coolers (except plastics foam) manufacturing', 'Plastics or fiberglass plumbing fixtures (e.g., toilets, shower stalls, urinals) manufacturing', 'Plastics prefabricated buildings manufacturing', 'Plastics siding manufacturing', 'Plastics trash containers manufacturing', 'Resilient floor coverings (e.g., sheet, tiles) manufacturing']"
922120,[]
32611,[]
32613,[]
32612,[]
32615,[]
32614,[]
42392,[]
32616,[]
561990,"['Bartering services', 'Flagging (i.e., traffic control) services', 'Bottle exchanges', 'Float decorating services', 'Cloth cutting, bolting, or winding for the trade', 'Inventory taking services', 'Contract meter reading services', 'Lumber grading services', 'Diving services on a contract or fee basis']"
713930,[]
314,[]
525190,[]
315110,[]
424940,[]
32721,[]
4889,[]
238,[]
236,[]
237,[]
311225,[]
311224,[]
488320,[]
311221,[]
52222,[]
333914,[]
423460,"['Binoculars merchant wholesalers', 'Optometric equipment and supplies merchant wholesalers', 'Ophthalmic frames merchant wholesalers', 'Sunglasses merchant wholesalers', 'Ophthalmic lenses merchant wholesalers']"
54135,[]
52229,"['Consumer finance companies (i.e., unsecured cash loans)', 'Mortgage companies', 'International trade financing', 'Secondary market financing']"
81394,[]
81392,[]
81393,[]
81391,[]
81399,[]
32121,"['Fabricated structural wood members manufacturing', 'Laminated structural wood members manufacturing', 'Medium density fiberboard (MDF) manufacturing', 'Oriented strandboard (OSB) manufacturing', 'Particleboard manufacturing', 'Plywood manufacturing', 'Reconstituted wood sheets and boards manufacturing', 'Roof trusses, wood, manufacturing', 'Veneer mills', 'Waferboard manufacturing']"
531210,[]
813311,"['Civil liberties organizations', ""Senior citizens' advocacy organizations"", 'Human rights advocacy organizations', ""Veterans' rights organizations""]"
423310,[]
813319,"['Community action advocacy organizations', 'Substance abuse prevention advocacy organizations', 'Firearms advocacy organizations', ""Taxpayers' advocacy organizations"", 'Peace advocacy organizations']"
336330,"['Power steering pumps manufacturing', 'Rack and pinion steering assemblies manufacturing', 'Shock absorbers, automotive, truck, and bus, manufacturing', 'Steering columns, automotive, truck, and bus, manufacturing', 'Steering wheels, automotive, truck, and bus, manufacturing', 'Struts, automotive, truck, and bus, manufacturing']"
484220,"['Local agricultural products trucking', 'Local dump trucking (e.g., gravel, sand, top-soil)', 'Local boat hauling', 'Local livestock trucking', 'Local bulk liquids trucking']"
311824,[]
311821,[]
488210,[]
327390,[]
713950,[]
213113,[]
52599,[]
621399,"[""Acupuncturists' (except MDs or DOs) offices"", ""Hypnotherapists' offices"", ""Dental hygienists' offices"", ""Inhalation or respiratory therapists' offices"", ""Denturists' offices"", ""Midwives' offices"", ""Dietitians' offices"", ""Naturopaths' offices"", ""Homeopaths' offices"", ""Registered or licensed practical nurses' offices""]"
52591,[]
52592,[]
485310,[]
62161,[]
81,[]
53311,[]
62423,[]
62422,[]
62421,[]
7223,[]
7225,[]
7224,[]
454110,"['Catalog (i.e., order-taking) offices of mail-order houses', ""Collectors' items, mail-order houses"", 'Computer software, mail-order houses', 'Home shopping television orders', 'Internet auction sites, retail', 'Mail-order book clubs (not publishing)', 'Mail-order houses', 'Web retailers']"
611630,[]
926110,"['Consumer protection offices, public administration', 'Small business development agencies, public administration', 'Economic development agencies, government', 'Trade commissions, government', 'General economics statistical agencies, public administration']"
339950,[]
928120,[]
532310,[]
311911,[]
236210,"['Assembly plant construction', 'Furnace, industrial plant, construction', 'Cannery construction', 'Mine loading and discharging station construction', 'Cement plant construction', 'Paper or pulp mill construction', 'Chemical plant (except petrochemical) construction', 'Pharmaceutical manufacturing plant construction', 'Factory construction', 'Steel mill construction', 'Food processing plant construction', 'Waste disposal plant (except sewage treatment) construction']"
48321,[]
311919,"['Corn chips and related corn snacks manufacturing', 'Popped popcorn (except candy-covered) manufacturing', 'Pork rinds manufacturing', 'Potato chips manufacturing', 'Pretzels (except soft) manufacturing', 'Tortilla chips manufacturing']"
6243,[]
6244,[]
312112,[]
312113,[]
312111,[]
53221,[]
512250,[]
44112,[]
44111,[]
112910,[]
53228,"['Costume rental', 'Formal wear rental', 'Furniture (i.e., residential) rental centers', 'Hospital bed rental and leasing (i.e., home use)', 'Party rental supply centers', 'Sporting goods rental', 'Video disc rental for home electronic equipment (e.g., DVD)']"
33721,[]
48691,[]
524130,[]
48699,[]
62331,"['Assisted living facilities', 'Assisted living facilities for the elderly without nursing care', 'Continuing care retirement communities', 'Rest homes without nursing care']"
3241,[]
113110,[]
33431,[]
48211,[]
71151,[]
721199,"['Guest houses', 'Tourist homes', 'Housekeeping cabins and cottages', 'Youth hostels']"
721191,[]
813110,"['Churches', 'Shrines, religious', 'Monasteries (except schools)', 'Synagogues', 'Mosques, religious', 'Temples, religious']"
5251,[]
444190,"['Electrical supply stores', 'Kitchen cabinet (except custom) stores', 'Fencing dealers', 'Lumber yards, retail', 'Floor covering stores, wood or ceramic tile only', 'Plumbing supply stores', 'Garage door dealers', 'Prefabricated building dealers', 'Glass stores']"
5259,[]
313210,[]
111160,[]
1132,[]
1131,[]
115116,[]
115111,[]
115113,[]
115112,[]
11121,[]
212291,[]
335220,[]
212299,"['Antimony ores mining and/or beneficiating', 'Rare earth metal ores mining and/or beneficiating', 'Columbite ores mining and/or beneficiating', 'Tantalum ores mining and/or beneficiating', 'Ilmenite ores mining and/or beneficiating', 'Tungsten ores mining and/or beneficiating', 'Molybdenum ores mining and/or beneficiating']"
62111,[]
924,[]
519,[]
23811,[]
511,[]
313320,[]
512,[]
515,[]
81112,"['Automotive body shops', 'Automotive paint shops', 'Automotive glass shops', 'Automotive windshield repair shops']"
517,[]
442291,[]
622,[]
621,[]
624,[]
442299,"['Bath shops', 'Kitchenware stores', 'Chinaware stores', 'Linen stores', 'Electric lamp shops', 'Picture frame shops, custom', 'Glassware stores', 'Wood-burning stove stores', 'Housewares stores']"
311119,[]
92511,[]
92512,[]
335313,"['Circuit breakers, power, manufacturing', 'Control panels, electric power distribution, manufacturing', 'Ducts for electrical switchboard apparatus manufacturing', 'Fuses, electric, manufacturing', 'Power switching equipment manufacturing', 'Switches, electric power (except pushbutton, snap, solenoid, tumbler), manufacturing']"
335312,[]
335311,"['Distribution transformers, electric, manufacturing', 'Fluorescent ballasts (i.e., transformers) manufacturing', 'Substation transformers, electric power distribution, manufacturing', 'Transmission and distribution voltage regulators manufacturing']"
31491,[]
335314,[]
31499,"['Batts and batting (except nonwoven fabrics) manufacturing', 'Carpet cutting and binding', 'Diapers (except disposable) made from purchased materials', 'Embroidering on textile products or apparel for the trade', 'Fishing nets made from purchased materials', 'Ropes (except wire rope) manufacturing', 'Sleeping bags manufacturing', 'Tire cord and fabric, all materials, manufacturing', 'Twines manufacturing']"
31161,[]
522120,[]
71393,[]
92412,[]
71394,[]
11331,[]
51223,[]
322130,[]
812210,[]
23721,[]
326121,[]
326122,[]
11,[]
92314,[]
541820,[]
921110,[]
611511,[]
922130,"[""Attorney generals' offices"", ""Public defenders' offices"", ""District attorneys' offices"", ""Public prosecutors' offices""]"
492210,"['Alcoholic beverages delivery services', 'Letters, documents, or small parcels local delivery services', 'Grocery delivery services (i.e., independent service from grocery store)', 'Restaurant meals delivery services (i.e., independent service from restaurant)']"
611513,[]
32711,[]
325520,[]
446130,[]
23835,[]
23834,[]
23833,[]
23832,[]
23831,[]
32592,[]
32591,[]
23839,[]
62441,[]
11241,[]
11242,[]
493190,"['Bulk petroleum storage', 'Lumber storage terminals', 'Document storage and warehousing', 'Whiskey warehousing']"
492110,"['Air courier services, except establishments operating under a universal service obligation', 'Express delivery services, except establishments operating under a universal service obligation', 'Courier services (i.e., intercity network), except establishments operating under a universal service obligation']"
32732,[]
32733,[]
32731,[]
423520,[]
32739,[]
315220,[]
532120,[]
813410,"['Alumni associations', 'Granges', 'Automobile clubs (except travel)', 'Parent-teacher associations', 'Booster clubs', 'Scouting organizations', 'Ethnic associations', 'Social clubs', 'Fraternal lodges', ""Veterans' membership organizations""]"
722320,[]
311211,[]
311212,[]
311213,[]
423410,"['Photofinishing equipment merchant wholesalers', 'Television cameras merchant wholesalers', 'Photographic camera equipment and supplies merchant wholesalers', 'Video cameras (except household-type) merchant wholesalers', 'Photographic film and plates merchant wholesalers']"
52219,[]
81143,[]
486210,[]
81141,[]
52213,[]
52212,[]
52211,[]
811113,[]
333413,[]
423320,[]
42371,[]
484230,"['Long-distance automobile carrier trucking', 'Long-distance refrigerated product trucking', 'Long-distance bulk liquid trucking', 'Long-distance trucking of waste', 'Long-distance hazardous material trucking']"
42373,[]
236118,[]
42374,[]
45439,[]
236117,[]
236116,[]
236115,[]
336320,"['Alternators and generators for internal combustion engines manufacturing', 'Automotive lighting fixtures manufacturing', 'Coils, ignition, internal combustion engines, manufacturing', 'Distributors for internal combustion engines manufacturing', 'Electrical control chips (modules), motor vehicle, manufacturing', 'Electrical ignition cable sets for internal combustion engines manufacturing', 'Generators for internal combustion engines manufacturing', 'Ignition wiring harness for internal combustion engines manufacturing', 'Instrument control panels (i.e., assembling purchased gauges), automotive, truck, and bus, manufacturing', 'Spark plugs for internal combustion engines manufacturing', 'Windshield washer pumps, automotive, truck, and bus, manufacturing']"
485320,[]
336419,[]
4881,[]
4882,[]
4883,[]
4884,[]
4885,[]
445230,[]
423740,"['Cold storage machinery merchant wholesalers', 'Refrigerated display cases merchant wholesalers', 'Commercial refrigerators merchant wholesalers', 'Water coolers merchant wholesalers']"
441228,"['All-terrain vehicle (ATV) dealers', 'Motorcycle dealers', 'Moped dealers', 'Motorcycle parts and accessories dealers', 'Personal watercraft dealers', 'Aircraft dealers', 'Snowmobile dealers', 'Powered golf cart dealers', 'Utility trailer dealers']"
424990,"[""Artists' supplies merchant wholesalers"", 'Pet supplies (except pet food) merchant wholesalers', 'Burlap merchant wholesalers', 'Statuary (except religious) merchant wholesalers', 'Christmas trees (e.g., artificial, cut) merchant wholesalers', 'Textile bags merchant wholesalers', 'Industrial yarns merchant wholesalers']"
621910,[]
441222,"['Boat dealers (e.g., power boats, rowboats, sailboats)', 'Outboard motor dealers', 'Marine supply dealers']"
928,[]
921,[]
922,[]
923,[]
484121,[]
925,[]
926,[]
484122,[]
62321,[]
62322,[]
53231,[]
33712,[]
33711,[]
3274,[]
3272,[]
3273,[]
611512,[]
3271,[]
711320,[]
611519,"['Bartending schools', 'Modeling schools', 'Broadcasting schools', 'Real estate schools', 'Computer repair training', 'Truck driving schools', 'Graphic arts schools', 'Specialized military training (except flight instruction, academies, and basic training)']"
3279,[]
33399,"['Automatic fire sprinkler systems manufacturing', 'Bridge and gate lifting machinery manufacturing', 'Fluid power cylinders manufacturing', 'Fluid power pumps manufacturing', 'Hydraulic and pneumatic jacks manufacturing', 'Industrial-type furnaces manufacturing', 'Packaging machinery manufacturing', 'Power-driven handtools manufacturing', 'Scales manufacturing', 'Welding equipment manufacturing']"
333414,[]
333415,"['Air-conditioning and warm air heating combination units manufacturing', 'Air-conditioning compressors (except motor vehicle) manufacturing', 'Air-conditioning condensers and condensing units manufacturing', 'Dehumidifiers (except portable electric) manufacturing', 'Heat pumps manufacturing', 'Humidifying equipment (except portable) manufacturing', 'Refrigerated counter and display cases manufacturing', 'Refrigerated drinking fountains manufacturing', 'Snow making machinery manufacturing', 'Soda fountain cooling and dispensing equipment manufacturing']"
33392,[]
33391,[]
44211,[]
33151,[]
33152,[]
3332,[]
71141,[]
62211,[]
3311,[]
3313,[]
3312,[]
3315,[]
3314,[]
517410,[]
512131,[]
5241,[]
62199,"['Blood donor stations', 'Pacemaker monitoring services', 'Blood or body organ banks', 'Physical fitness evaluation services (except by offices of health practitioners)', 'Health screening services (except by offices of health practitioners)', 'Smoking cessation programs', 'Hearing testing services (except by offices of audiologists)']"
5242,[]
442110,[]
61,[]
62,[]
48711,[]
212111,[]
212113,[]
212112,[]
512132,[]
52519,[]
811310,[]
487110,[]
532490,[]
812113,[]
812112,"['Beauty parlors or shops', 'Facial salons or shops', 'Combined beauty and barber shops', 'Hairdressing salons or shops', 'Cosmetology salons or shops', ""Unisex or women's hair stylist shops""]"
812111,[]
623220,"['Alcoholism or drug addiction rehabilitation facilities (except licensed hospitals)', 'Psychiatric convalescent homes or hospitals', 'Mental health halfway houses', 'Residential group homes for the emotionally disturbed']"
238310,"['Acoustical ceiling tile and panel installation', 'Lathing contractors', 'Drop ceiling installation', 'Plastering (i.e., ornamental, plain) contractors', 'Drywall contractors', 'Soundproofing contractors', 'Firestop contractors', 'Fresco (i.e., decorative plaster finishing) contractors', 'Taping and finishing drywall', 'Gypsum board installation', 'Wall cavity and attic space insulation installation']"
621310,[]
331491,[]
331492,[]
335929,[]
541370,"['Cadastral surveying services', 'Mapping (except geophysical) services', 'Cartographic surveying services', 'Topographic surveying services', 'Geodetic surveying services']"
561520,[]
238220,"['Cooling tower installation', 'Heating, ventilation, and air-conditioning (HVAC) contractors', 'Duct work (e.g., cooling, dust collection, exhaust, heating, ventilation) installation', 'Lawn sprinkler system installation', 'Fire sprinkler system installation', 'Mechanical contractors', 'Fireplace, natural gas, installation', 'Refrigeration system (e.g., commercial, industrial, scientific) installation', 'Furnace installation', 'Sewer hookup and connection, building']"
813930,[]
923140,[]
111910,[]
31621,[]
31152,[]
31151,[]
23731,[]
561422,[]
11321,[]
335921,[]
326130,[]
51791,[]
541120,[]
44814,[]
44815,[]
44812,[]
44813,[]
44811,[]
44819,[]
541713,[]
81292,[]
541714,"['Cloning research and experimental development laboratories', 'DNA technologies (e.g., microarrays) research and experimental development laboratories', 'Nucleic acid chemistry research and experimental development laboratories', 'Protein engineering research and experimental development laboratories', 'Recombinant DNA research and experimental development laboratories']"
541715,[]
92811,[]
23821,[]
23822,[]
23829,[]
311111,[]
61111,[]
446120,[]
334516,[]
334517,[]
334514,[]
334515,[]
334512,[]
334513,[]
334510,[]
334511,[]
561730,[]
11251,[]
332312,[]
541620,[]
523110,"['Bond dealing (i.e., acting as a principal in dealing securities to investors)', 'Stock options dealing', 'Securities underwriting']"
811212,[]
332311,[]
212,[]
213,[]
211,[]
424210,"['Antibiotics merchant wholesalers', 'Endocrine substances merchant wholesalers', 'Blood derivatives merchant wholesalers', 'In-vitro and in-vivo diagnostics merchant wholesalers', 'Botanicals merchant wholesalers', 'Vaccines merchant wholesalers', 'Cosmetics merchant wholesalers', 'Vitamins merchant wholesalers']"
713940,"['Aerobic dance or exercise centers', 'Ice or roller skating rinks', 'Gymnasiums', 'Physical fitness centers', 'Handball, racquetball, or tennis club facilities', 'Swimming or wave pools']"
315210,[]
424690,"['Acids merchant wholesalers', 'Industrial chemicals merchant wholesalers', 'Automotive chemicals (except lubricating oils and greases) merchant wholesalers', 'Industrial salts merchant wholesalers', 'Dyestuffs merchant wholesalers', 'Rosins merchant wholesalers', 'Explosives (except ammunition and fireworks) merchant wholesalers', 'Turpentine merchant wholesalers']"
486990,[]
722330,"['Ice cream truck vendors', 'Mobile food concession stands', 'Mobile canteens', 'Mobile refreshment stands', 'Mobile food carts', 'Mobile snack stands']"
624410,"['Child day care babysitting services', 'Nursery schools', 'Child or infant day care centers', 'Preschool centers']"
423330,[]
332323,[]
332322,[]
332321,[]
423620,"['Household-type sewing machines merchant wholesalers', 'Household-type radios (including automotive) merchant wholesalers', 'Household-type video cameras merchant wholesalers', 'Household-type refrigerators merchant wholesalers', 'Television sets merchant wholesalers', 'Toothbrushes, electric, merchant wholesalers', 'Curling irons, electric, merchant wholesalers']"
42362,[]
42361,[]
45421,[]
336350,"['Automatic transmissions, automotive, truck, and bus, manufacturing', 'Axle bearings, automotive, truck, and bus, manufacturing', 'Constant velocity joints, automotive, truck, and bus, manufacturing', 'Differential and rear axle assemblies, automotive, truck, and bus, manufacturing', 'Torque converters, automotive, truck, and bus, manufacturing', 'Universal joints, automotive, truck, and bus, manufacturing']"
42369,[]
53112,[]
611610,"['Art (except commercial and graphic) instruction', 'Music instruction (e.g., piano, guitar)', 'Dance instruction', 'Music schools (except academic)', 'Dance studios', 'Performing arts schools (except academic)', 'Drama schools (except academic)', 'Photography schools (except commercial photography)', 'Fine arts schools (except academic)']"
445220,[]
333314,[]
333316,[]
21211,[]
333318,"['Calculators manufacturing', 'Carnival and amusement park rides manufacturing', 'Car washing machinery manufacturing', 'Commercial-type coffee makers and urns manufacturing', 'Commercial-type cooking equipment (i.e., fryers, microwave ovens, ovens, ranges) manufacturing', 'Industrial and commercial-type vacuum cleaners manufacturing', 'Laundry machinery and equipment (except household-type) manufacturing', 'Mechanical carpet sweepers manufacturing', 'Motor vehicle alignment equipment manufacturing', 'Power washer cleaning equipment manufacturing', 'Teaching machines (e.g., flight simulators) manufacturing', 'Vending machines manufacturing', 'Water treatment equipment manufacturing']"
551111,[]
541870,[]
441210,"['Motor home dealers', 'Recreational vehicle (RV) parts and accessories stores', 'Recreational vehicle (RV) dealers', 'Travel trailer dealers']"
332216,[]
332215,[]
4413,[]
4412,[]
4411,[]
484110,[]
517311,"['Broadband Internet service providers, wired (e.g., cable, DSL)', 'Cable television distribution services', 'Closed-circuit television (CCTV) services', 'Direct-to-home satellite system (DTH) services', 'Local telephone carriers, wired', 'Long-distance telephone carriers, wired', 'Multichannel multipoint distribution services (MMDS)', 'Satellite television distribution systems', 'Telecommunications carriers, wired', 'VoIP service providers, using own operated wired telecommunications infrastructure']"
512230,[]
517312,"['Cellular telephone services', 'Paging services, except satellite', 'Wireless Internet service providers, except satellite', 'Wireless telephone communications carriers, except satellite']"
112390,"['Duck production', 'Ostrich production', 'Emu production', 'Pheasant production', 'Geese production', 'Quail production']"
312130,[]
3261,[]
3262,[]
488490,"['Bridge, tunnel, and highway operations', 'Pilot car services (i.e., wide load warning services)', 'Driving services (e.g., automobile, truck delivery)', 'Truck or weighing station operations']"
5121,[]
5122,[]
71311,[]
71312,[]
336120,[]
423830,"['Fluid power transmission equipment merchant wholesalers', 'Metalworking machinery and equipment merchant wholesalers', 'Food processing machinery and equipment merchant wholesalers', 'Oil well machinery and equipment merchant wholesalers', 'Material handling machinery and equipment merchant wholesalers']"
33149,[]
33411,[]
33142,[]
561330,[]
33141,[]
33361,"['Clutches and brakes (except electromagnetic industrial controls, motor vehicle) manufacturing', 'Diesel and semidiesel engines manufacturing', 'Electric outboard motors manufacturing', 'Internal combustion engines for hybrid drive systems (except automotive) manufacturing', 'Plain bearings (except internal combustion engine) manufacturing', 'Plain bushings (except internal combustion engine) manufacturing', 'Power transmission pulleys manufacturing', 'Speed changers (i.e., power transmission equipment) manufacturing', 'Speed reducers (i.e., power transmission equipment) manufacturing', 'Turbine generator set units manufacturing', 'Universal joints (except aircraft, motor vehicle) manufacturing']"
71131,[]
621410,"['Birth control clinics', 'Fertility clinics', 'Childbirth preparation classes', 'Pregnancy counseling centers']"
71132,[]
531320,[]
327993,[]
512120,[]
5239,[]
313230,[]
5231,[]
5232,[]
811213,[]
331222,[]
331221,[]
238140,"['Block laying', 'Marble, granite, and slate, exterior, contractors', 'Bricklaying', 'Masonry pointing, cleaning, or caulking', 'Concrete block laying', 'Stucco contractors', 'Foundation (e.g., brick, block, stone), building, contractors']"
325620,[]
423450,"['Dental equipment and supplies merchant wholesalers', 'Surgical dressings merchant wholesalers', 'Electromedical equipment merchant wholesalers', 'Patient monitoring equipment merchant wholesalers', 'Hospital beds merchant wholesalers', 'Prosthetic appliances and supplies merchant wholesalers', 'Hospital furniture merchant wholesalers', 'Surgical instruments and apparatus merchant wholesalers', 'Medical and dental X-ray machines and parts merchant wholesalers']"
327991,[]
711510,"['Independent actors or actresses', 'Independent producers', 'Independent art restorers', 'Independent recording technicians', 'Independent artists (except musical, commercial, or medical)', 'Independent speakers', 'Independent cartoonists', 'Independent theatrical costume designers', 'Independent dancers', 'Independent theatrical lighting technicians', 'Independent journalists', 'Independent technical writers']"
331315,[]
331314,[]
331313,[]
811122,[]
811121,"['Automotive body shops', 'Automotive body conversion services', 'Automotive upholstery shops', 'Automotive paint shops']"
331318,"['Aluminum bar made by extruding purchased aluminum', 'Nails, aluminum, made in wire drawing plants', 'Rod made by extruding purchased aluminum', 'Structural shapes made by rolling purchased aluminum', 'Tube made by drawing or extruding purchased aluminum', 'Wire, bare, made in aluminum wire drawing plants']"
522390,"['Check cashing services', 'Money order issuance services', 'Loan servicing', ""Travelers' check issuance services"", 'Money transmission services', 'Payday lending services']"
31528,[]
31522,[]
541490,"['Costume design services (except independent theatrical costume designers)', 'Jewelry design services', 'Fashion design services', 'Float design services', 'Shoe design services', 'Fur design services', 'Textile design services']"
31521,[]
31524,[]
621320,[]
811490,[]
111920,[]
541360,[]
541810,[]
1111,[]
447190,"['Gasoline stations without convenience stores', 'Truck stops', 'Marine service stations']"
1113,[]
1112,[]
1114,[]
1119,[]
31141,[]
31142,[]
541380,[]
561431,[]
624310,[]
327910,"['Aluminum oxide (fused) abrasives manufacturing', 'Buffing and polishing wheels, abrasive and nonabrasive, manufacturing', 'Diamond dressing wheels manufacturing', 'Sandpaper manufacturing', 'Silicon carbide abrasives manufacturing', 'Whetstones manufacturing']"
488,[]
487,[]
486,[]
485,[]
484,[]
483,[]
482,[]
481,[]
44821,[]
334210,[]
236220,"['Airport building construction', 'Office building construction', 'Arena construction', 'Parking garage construction', 'Barrack construction', 'Prison construction', 'Farm building construction', 'Radio and television broadcast studio construction', 'Fire station construction', 'Religious building (e.g., church, synagogue, mosque, temple) construction', 'Grain elevator or bin construction', 'Restaurant construction', 'Hospital construction', 'School building construction', 'Hotel construction', 'Shopping mall construction', 'Indoor swimming facility construction', 'Warehouse construction (e.g., commercial, industrial, manufacturing, private)']"
72233,[]
72232,[]
72231,[]
921130,[]
425110,[]
922110,[]
51521,[]
424510,[]
56133,[]
561720,"['Custodial services', 'Service station cleaning and degreasing services', 'Housekeeping (i.e., cleaning) services', 'Washroom sanitation services', 'Maid (i.e., cleaning) services']"
624221,[]
335110,[]
425120,"['Independent sales representatives', ""Manufacturers' sales representatives""]"
92711,[]
32221,[]
332911,"['Complete fire hydrants manufacturing', 'Industrial-type ball valves manufacturing', 'Industrial-type butterfly valves manufacturing', 'Industrial-type check valves manufacturing', 'Industrial-type gate valves manufacturing', 'Industrial-type globe valves manufacturing', 'Industrial-type plug valves manufacturing', 'Industrial-type solenoid valves (except fluid power) manufacturing', 'Industrial-type steam traps manufacturing', 'Valves for nuclear applications manufacturing']"
332912,"['Fluid power aircraft subassemblies manufacturing', 'Hose assemblies for fluid power systems manufacturing', 'Hydraulic and pneumatic hose and tube fittings manufacturing', 'Hydraulic and pneumatic valves manufacturing']"
332913,[]
332919,"['Aerosol valves manufacturing', 'Firefighting nozzles manufacturing', 'Lawn hose nozzles manufacturing', 'Lawn sprinklers manufacturing', 'Metal hose couplings (except fluid power) manufacturing', 'Metal pipe flanges and flange unions manufacturing', 'Plumbing and heating inline valves (e.g., check, cutoff, stop) manufacturing', 'Water traps manufacturing']"
32712,[]
42511,[]
42512,[]
212230,[]
81121,[]
424340,[]
511110,[]
332991,[]
32621,[]
32622,[]
32629,"['Birth control devices (e.g., diaphragms, prophylactics) manufacturing', 'Latex foam rubber manufacturing', 'Mechanical rubber goods (i.e., molded, extruded, lathe-cut) manufacturing', 'Reclaiming rubber from waste and scrap', 'Rubber balloons manufacturing', 'Rubber bands manufacturing', 'Rubber floor mats (e.g., door, bath) manufacturing', 'Rubber hair care products (e.g., combs, curlers) manufacturing', 'Rubber tubing manufacturing']"
423430,[]
424420,"['Frozen bakery products merchant wholesalers', 'Packaged frozen fish merchant wholesalers', 'Frozen juices merchant wholesalers', 'Packaged frozen meats merchant wholesalers', 'Frozen vegetables merchant wholesalers', 'Packaged frozen poultry merchant wholesalers']"
81293,[]
423610,[]
531390,"['Real estate escrow agencies', 'Real estate listing services', ""Real estate fiduciaries' offices""]"
92114,[]
488390,"['Floating drydocks (i.e., routine repair and maintenance of ships)', 'Ship scaling services', 'Marine cargo checkers and surveyors']"
52411,[]
52413,[]
52412,[]
441110,"['Automobile dealers, new only, or new and used', 'Light utility truck dealers, new only, or new and used']"
518210,"['Application hosting', 'Optical scanning services', 'Web hosting', 'Computer data storage services', 'Video and audio streaming services', 'Computer input preparation services', 'Microfilm imaging services', 'Computer time rental']"
336340,"['Brake cylinders, master and wheel, automotive, truck, and bus, manufacturing', 'Brake drums, automotive, truck, and bus, manufacturing', 'Brake hose assemblies manufacturing', 'Brake pads and shoes, automotive, truck, and bus, manufacturing', 'Calipers, brake, automotive, truck, and bus, manufacturing']"
484210,[]
42421,[]
42352,[]
42351,[]
2381,[]
2383,[]
2382,[]
2389,[]
323113,[]
323111,[]
81231,[]
323117,[]
81233,[]
81232,[]
926140,[]
448130,[]
445210,"['Baked ham stores', 'Meat markets', 'Butcher shops', 'Poultry dealers', 'Frozen meat shops']"
713910,[]
4422,[]
4421,[]
622310,[]
9281,[]
312120,[]
53211,[]
53212,[]
423210,"['Household-type furniture merchant wholesalers', 'Outdoor furniture merchant wholesalers', 'Mattresses merchant wholesalers', 'Public building furniture merchant wholesalers', 'Office furniture merchant wholesalers', 'Religious furniture merchant wholesalers']"
524126,[]
56299,"['Beach cleaning and maintenance services', 'Pumping (i.e., cleaning) cesspools, portable toilets, or septic tanks', 'Cesspool cleaning services', 'Sewer cleaning and rodding services', 'Portable toilet renting and/or servicing', 'Sewer or storm basin cleanout services']"
444220,[]
336111,[]
336112,[]
321991,[]
321992,[]
532210,[]
321999,"['Cabinets (i.e., housings), wood (e.g., sewing machines, stereo, television), manufacturing', 'Cork products (except gaskets) manufacturing', 'Kiln drying lumber', 'Shoe trees manufacturing', 'Wood dowels manufacturing', 'Wood extension ladders manufacturing', 'Wood handles (e.g., broom, handtool, mop), manufacturing', 'Wood kitchenware manufacturing', 'Wood stepladders manufacturing', 'Wood toilet seats manufacturing', 'Wood toothpicks manufacturing']"
33351,[]
71121,[]
31-33,[]
313220,[]
512110,[]
33281,[]
5223,[]
5222,[]
5221,[]
561421,[]
42341,[]
42434,[]
237130,"['Alternative energy (e.g., geothermal, ocean wave, solar, wind) structure construction', 'Power line stringing', 'Cellular phone tower construction', 'Radio transmitting tower construction', 'Co-generation plant construction', 'Satellite receiving station construction', 'Communication tower construction', 'Nuclear power plant construction', 'Telephone line stringing', 'Electric light and power plant (except hydroelectric) construction', 'Transformer station and substation, electric power, construction', 'Electric power transmission line and tower construction', 'Underground cable (e.g., cable television, electricity, telephone) laying']"
42432,[]
