id,name,status,description,tags
947,Training and Certification,active,,[]
948,Transaction Authorization,active,,[]
949,Transaction Engine,active,,[]
950,Transfer,active,"The capability to have deliveries of other change from another place, route, or means of transportation during a journey.

",[]
951,Transportation Management,active,"The extent to which transportation including trucks, cargo, etc utilize fossil fuels and electricity",[]
952,Treasury Planning,active,,[]
953,Treasury Services,active,"The capability to utilize investment bank functions which provide transaction, investment, and information services for chief financial officers or treasurers.",[]
954,Unblinding,active,,[]
955,Underwriting,active,,[]
956,Underwriting Decisioning,active,,[]
957,Unit Trust Administration,active,,[]
958,Upside Supply Chain Adaptability,active,,[]
959,"Vendor Administration, Terms & Pricing",active,,[]
960,Vendor Management,active,"The term vendor management is used when describing the activities included in researching and sourcing vendors, obtaining quotes with pricing, capabilities, turnaround times, and quality of work, negotiating contracts, managing relationships, assigning jobs, evaluating performance, and ensuring payments are made",[]
961,Vendor Tracking,active,,[]
962,Verify,active,"The capability to ensure that the delivered order is true, accurate, or justified.

",[]
963,Virtual Reality,active,"The capability to utilize virtual reality for operations, services, etc",[]
964,Visibility into Production Status,active,"The capability to have knowledge of what production status is currently, where, at any point in time.",[]
965,Vision Processing,active,The capability to which a robot can use and interpret visual information from the world.,[]
966,Vital Signs,active,,[]
967,Warehouse & Inventory Management,active,,[]
968,Warehouse Operations,active,"warehouse operations covers a number of important areas, from the receiving, organization, fulfillment, and distribution processes. These areas include: Receiving of goods. Cross-docking of goods. Organizing and storing inventory.",[]
969,Warehouse Transfers,active,"Supply Chain Transfers (SCT) providing the tools for greater management, control and visibility over stock items that are in the process of being transferred between warehouse locations.",[]
970,Waste Disposal,active,"Waste disposal, the collection, processing, and recycling or deposition of the waste materials of human society. The term waste is typically applied to solid waste, sewage (wastewater), hazardous waste, and electronic waste.",[]
971,Waste Engineering,active,"Under general direction, to perform a variety of engineering duties concerning solid waste; including landfill monitoring and design, waste reduction, recycling, special wastes, landfill tours/public education, resource recovery; and to do related work as required",[]
972,Waste Management,active,The capability to track waste and trash utilizing technology.,[]
973,Waste Management & Disposal,active,"The capability to effectively manage wasteful outputs, and dispose of it in a manner that is not harmful to the environment",[]
974,Wearable Technology & Mobile,active,The extent to which wearable and mobile trackers are utilized in order to provide metrics and outputs,[]
975,Wellness Management,active,,[]
976,Wireless Industrial Gloves,active,A wired glove is an input device for human–computer interaction worn like a glove. Various ... The film adaptation of Minority Report makes use of wireless gloves to control futuristic computer-like peripherals.,[]
984,MANUFACTURING PLACEHOLDER,active,MANUFACTURING PLACEHOLDER for Cap ETL,[]
985,BANKING PLACEHOLDER,active,,[]
986,PHARMA CRO PLACEHOLDER,active,,[]
987,LIFE INSURANCE PLACEHOLDER,active,LIFE INSURANCE PLACEHOLDER,[]
988,Plan Supply Chain,active,Plan Supply Chain (sP1),[]
989,Plan Source,active,Plan Source (sP2),[]
990,Plan Make,active,Plan Make (sP3),[]
991,Plan Deliver,active,Plan Deliver (sP4),[]
992,Plan Return,active,Plan Return (sP5),[]
993,"Identify, Prioritize & Aggregate Supply Chain Requirements",active,"Identify, Prioritize and Aggregate Supply Chain Requirements (sP1.1)",[]
994,"Identify, Prioritize & Aggregate Supply Chain Resources",active,"Identify, Prioritize and Aggregate Supply Chain Resources (sP1.2)",[]
995,Balance Supply Chain Resources with SC Requirements,active,Balance Supply Chain Resources with SC Requirements (sP1.3),[]
996,Establish & Communicate Supply Chain Plans,active,,[]
997,Item Rationalization,active,"Item Rationalization - SKU Rationalization, also known as SKU Optimization or Product Rationalization, is the decision-making process to determine if a particular product should be kept or discontinued. So the company can reduce inventory costs and cut down on complexities in procurement, production and distribution processes. (BP.013)",[14]
998,Supply Chain Optimization (SCO),active,Supply Chain Optimization (SCO) (BP.024),[]
999,Supply Network Planning,active,Supply Network Planning (BP.086),[]
1000,Days of Supply Based MRP Proposal Management,active,Days of Supply Based MRP Proposal Management (BP.090),[]
1001,Characteristics-based Forecasting,active,Characteristics-based Forecasting (BP.094),[]
1002,Vendor Collaboration,active,Vendor Collaboration (BP.145),[]
1003,Integrated Business Planning (IBP),active,Integrated Business Planning (IBP) (BP.183),[]
1005,Demand Planning & Forecasting,active,Demand Planning & Forecasting (BP.014),[]
1008,Legal and IP Management,active,IP address management (IPAM) is a methodology implemented in computer software for planning and managing the assignment and use of IP addresses and closely related resources of a computer network. Enterprise Legal Management is the practice management and operations strategy for corporate legal departments.,[]
1009,Financial Instr. Ref Data Management,active,,[]
1010,Test,active,Testing is the process used to execute a system of quality assurance. It is used to detect the problems in a product or service.,[]
1011,1,active,,[]
1012,2,active,,[]
1013,3,active,,[]
1014,5,active,,[]
1015,6,active,,[]
1016,7,active,,[]
1017,8,active,,[]
1018,9,active,,[]
1019,4,active,,[]
1020,10,active,,[]
1021,11 AJ,active,,[]
1022,12,active,,[]
1023,14,active,,[]
1024,16,active,,[]
1025,capability,active,,[]
1026,Competitive Assessment,active,Competitor analysis in marketing and strategic management is an assessment of the strengths and weaknesses of current and potential competitors,[]
1027,Data Visibility,active,,[]
1028,Hazardous Materials Management,active,"Hazardous-waste management, the collection, treatment, and disposal of waste material that, when improperly handled, can cause substantial harm to human health and safety or to the environment.",[]
1029,Improved Organizational Functions: Business Support Function,active,,[]
1030,Improved Organizational Functions: Marketing & Sales,active,,[]
1031,Improved Organizational Functions: Operations and Distribution,active,,[]
1032,Improved Organizational Functions: Project Estimating,active,,[]
1033,Improved visibility into customer profitability,active,,[]
1034,Improved visibility into Item Group/SKU profitability,active,,[]
1035,Improvement in accurate target budget cost,active,,[]
1036,Improvement in accurate target budget revenue,active,,[]
1037,Improvement in Asset Utilization,active,,[]
1038,Improvement in Developing Sourcing Strategy Productivity,active,,[]
1039,Improvement In New Product Profitability / Reduction in Non-Value Products,active,,[]
1040,"Improvement in productivity of FTEs who perform the process ""Budget Administration""",active,,[]
1041,"Improvement in productivity of FTEs who perform the process ""Process accounts payable""",active,,[]
1042,"Improvement in productivity of FTEs who perform the process ""Project accounting and control and perform project management""",active,,[]
1043,"Improvement in productivity of FTEs who perform the process group ""Department Budget Preparation and Analysis""",active,,[]
1044,"Improvement in productivity of FTEs who perform the process group ""Perform general accounting and reporting""",active,,[]
1045,Improvement in Selecting Suppliers and Maintaining Contracts Productivity,active,,[]
1046,Improvement in Supplier Management Productivity,active,,[]
1047,Increased Billing Accuracy,active,,[]
1048,Increased Customer Conversion,active,,[]
1049,Increased Service Back Office Team Productivity,active,,[]
1050,Inventory Turnover Ratio,active,,[]
1051,Margin earned through Faster Time to Market,active,,[]
1052,Order Fulfillment Cycle Time,active,,[]
1053,Reduction in Cost of Compliance,active,,[]
1054,Reduction in Cost of Transportation,active,,[]
1055,Reduction in Cost of Warehousing Operations,active,,[]
1056,Reduction in Cost to Plan and Manage Project Costs (T&M),active,,[]
1057,Reduction in Days Sales Outstanding (Annual),active,,[]
1058,Reduction in Direct Labor Costs,active,,[]
1059,Reduction in Maverick Spend,active,,[]
1060,Reduction in Ordering Material and Services Cost,active,,[]
1061,Reduction in Receivables (One-time),active,,[]
1062,Reduction in Scrap and Re-work Cost,active,,[]
1063,Reduction of Product Development Cost,active,,[]
1064,Trade Position Management,active,,[]
1065,Placeholder - Manufacturing,active,,[]
1066,Hemu Demo Cap,active,description goes here,[16]
1067,Manufacturing 2.0 PLACEHOLDER,active,Manufacturing 2.0 PLACEHOLDER for Manufacturing 2.0 CapTree Ingest,[]
1068,Inspection,active,"Asset condition assessments involve monitoring assets periodically, and using the data collected from those inspections to determine the condition of each asset",[]
1069,Predictive & Preventative Maintenance,active,"Is determined by using the average life cycle of an asset, predictive maintenance is identified based on preset and predetermined conditions of specific pieces of equipment, utilizing different technologies.",[]
1070,Facility Management,active,,[]
1071,Strategy & Planning,active,"Strategic planning is an organization's process of defining its strategy, or direction, and making decisions on allocating its resources to pursue this strategy. Strategy can be planned (intended) or can be observed as a pattern of activity (emergent) as the organization adapts to its environment or competes.",[]
1072,Organizational Development Management,active,"Organization Development is an effort planned, organization-wide, and managed from the top, to increase organization effectiveness and health through planned interventions in the organization's 'processes,' using behavioral-science knowledge.”",[]
1073,Mergers & Acquisitions,active,Mergers and acquisitions (M&A) occur more regularly between small- to medium-size firms than between large companies.,[]
1074,Core Business,active,"The core business of an organization is an idealized construct intended to express that organization's ""main"" or ""essential"" activity.",[]
1075,Externals Management,active,"External Manager means any third party investment manager, investment advisor, trust company or other agent appointed by the Borrower from time to time to manage the securities and other assets of the Borrower held by the Custodian.",[]
1076,Business Concept,active,"An idea for a business that includes basic information such as the service or product, the target demographic, and a unique selling proposition that gives a company an advantage over competitors. A business concept may involve a new product or simply a novel approach to marketing or delivering an existing product.",[]
1077,Helpdesk,active,"A help desk is a resource intended to provide the customer or end user with information and support related to a company's or institution's products and services. Corporations usually provide help desk support to their customers through various channels such as toll-free numbers, websites, instant messaging, or email.",[]
1078,Customer Satisfaction,active,"Customer satisfaction is defined as a measurement that determines how happy customers are with a company's products, services, and capabilities. Customer satisfaction information, including surveys and ratings, can help a company determine how to best improve or changes its products and services.",[]
1079,Inside Sales Management,active,"Inside Sales Manager is a sales professional who manages sales team who reach customers by phone or online, rather than traveling to meet them face-to-face. In order to attract Inside Sales Manager that best matches your needs, it is very important to write a clear and precise Inside Sales Manager job description.",[]
1080,General Accounting,active,"General accounting essentially refers to general ledger collection and accounting activities that include account charges in credits and debits and documenting financial statements for a quarter, calendar or fiscal year.",[]
1081,Payroll,active,"ayroll is the list of employees of that company that are entitled to receive pay and the amounts that each should receive. Along with the amounts that each employee should receive for time worked or tasks performed, payroll can also refer to a company's records of payments that were previously made to employees",[]
1082,Cost Accounting,active,"Cost accounting is a form of managerial accounting that aims to capture a company's total cost of production by assessing the variable costs of each step of production as well as fixed costs, such as a lease expense.",[]
1083,Financial Reporting,active,"Financial statements (or financial reports) are formal records of the financial activities and position of a business, person, or other entity. ",[]
1084,Multi-Site Accounting & Consolidations,active,Multi-Site Accounting & Consolidations,[]
1085,Metal Finishing,active,"Metal finishing is the process of changing the surface of an object, for the purpose of improving its appearance and/or durability. Metal finishing is related to electroplating, which is the production of a thin surface coating of the metal upon another by electrodeposition.",[]
1086,Molding,active,"Molding is a manufacturing process that involves shaping a liquid or malleable raw material by using a fixed frame; known as either a mold or a matrix. The mold is generally a hollow cavity receptacle, commonly made of metal, where liquid plastic, metal, ceramic, or glass material is poured.",[]
1087,Quality Control,active,"Quality control engineers are responsible for testing new products and determining whether those products meet the standards of the business in reliability, durability and functionality.",[]
1088,Marketing Strategy,active,"Marketing is the study and management of exchange relationships. It is the business process of identifying, anticipating and satisfying customers' needs and wants.",[]
1089,By-Products,active,"A by-product or byproduct is a secondary product derived from a production process, manufacturing process or chemical reaction; it is not the primary product or service being produced.",[]
1090,Product Quality Management,active,Product quality management is a comprehensive set of tools that enables organizations to control and manage the data related to product quality across enterprises.,[]
1091,Research & Development,active,"Research and development (R&D) includes activities that companies undertake to innovate and introduce new products and services. It is often the first stage in the development process. The goal is typically to take new products and services to market and add to the company's bottom line.",[]
1092,New Product Introduction (NPI),active,"New Product Introduction (NPI) is the process that takes an idea from an initial working prototype to a thoroughly refined and reproducible final product. Since NPI requires a substantial investment of time and resources, careful planning goes into each step to ensure that the result will be worth the effort.",[]
1093,Market Testing,active,"Market testing is a way to test the waters to see how well a product, service, or offering will perform…or not. It generally is made of trials of research that aim to answer questions around how the market will react to the product launch.",[]
1094,Estimating & Quoting Management,active,,[]
1095,Sales Forecasting,active,"Sales forecasting is the process of estimating future sales. Accurate sales forecasts enable companies to make informed business decisions and predict short-term and long-term performance. Sales forecasting gives insight into how a company should manage its workforce, cash flow, and resources.",[]
1096,Salesforce Management,active,Sales Force Management (SFM) is a sub-system of marketing management. It is Sales Management that translates the marketing plan into marketing performance.,[]
1097,Sales Operations,active,"Sales operations refers to the unit, role, activities and processes within a sales organization that support, enable, and drive front line sales teams to sell better, faster, and more efficiently.",[]
1098,Warehouse Management,active,"Warehouse management is the process, control, and optimization of warehouse operations from the entry of inventory into a warehouse — or multiple warehouses — until items are moved, sold, or consumed.",[]
1099,Carbon Footprint Management,active,"The carbon footprint management software assesses the carbon footprint of organizations' products according to international standards, such as International Organization for Standardization (ISO) 14000 series, Publicly Available Specification (PAS) 2050, or Greenhouse Gas (GHG) protocol.",[]
1100,Eco-Innovation (EI),active,"Eco-innovation (EI)Global warming, energy scarcity along with increases in pollution bring environmental issueshigh  up  in  government  agendas  leading  to   progressively   more  stringent  environmentalregulations (Demirel et al., 2018). A corresponding change in demand patterns  exists in theform  of   environmental   consumption, requiring firms to  adapt   their   products  and  services",[]
1101,Environmental Technology Capabilities,active,"environmental capabilities mean resources concerned with environment inputted in production processes such as equipment, finances, technology, patents and brands ",[]
1102,Environmental Market Sensing,active,"environmental sensor market on the basis of type, vertical, location, and region. The market based on type is segmented into, temperature, humidity, air quality, UV index, integrated, and soil moisture",[]
1103,Environmental Self-Regulation Capabilities,active,"EMSs represent an organizational change within corporations and an effort for self-regulation by defining a set of formal environmental policies, goals, strategies and administrative procedures for improving environmental performance",[]
1104,Human Rights Management,active,Human Resource Management (HRM or HR) is the strategic approach to the effective management of people in a company or organization such that they help their business gain a competitive advantage.,[]
1105,Diversity & Inclusion Management,active,"Diversity and inclusion are a company's mission, strategies, and practices to support a diverse workplace and leverage the effects of diversity to achieve a competitive business advantage. The top diversity and inclusion priority is recruitment of diverse employees.",[]
1106,Pick-to-Light,active,"Pick to light is a system for picking items from warehouse shelves using lights to direct workers. As opposed to other warehouse picking systems, pick to light allows for fast collection without a list.",[]
1107,MRO Inventory Management,active,"Is the process of procuring, storing, using, and replenishing the materials and supplies used for maintaining assets at the lowest possible cost.",[]
1108,Tooling,active,"Tooling, or machine tooling, is the backbone of every manufacturing and molding process. Tooling refers to building the different types of components and machinery needed for production, like molds, jigs, and fixtures.",[]
1109,Maintenance Planning & Scheduling,active,"A short definition of maintenance planning and scheduling: Planning decides what, how and time estimate for a job. Scheduling decides when and who will do the job.",[]
1110,OEM Service Contracts,active,Is used by a company that takes components of products from one or more companies in order to build one product which it then sells under its own brand and company name.,[]
1111,Equipment Management,active,"Equipment management includes managing, monitoring and maintenance of both motorized assets and non-motorized equipment. It allows firms to know where their assets are and whether or not they're being used.",[]
1112,Returnable Containers,active,A heavy-duty drum or shipping case or box that can be used for several trips : a glass container (as a milk bottle) that can be returned for cleaning and refilling.,[]
1113,Factory Retrofits,active,Principally retrofitting describes the measures taken in the manufacturing industry to allow new or updated parts to be fitted to old or outdated assemblies (like blades to wind turbines).,[]
1114,Factory Retooling,active,"Is to replace or rearrange the tools and machinery of (a factory). to reorganize or rearrange, usually for the purpose of updating: to retool the industrial organization.",[]
1115,Grounds Management,active,"Grounds managers are responsible for the maintenance and landscaping of outdoor areas and facilities. They coordinate and oversee the work of personnel who care for plants, repair walkways, and remove litter.",[]
1116,Yard Management,active,"Yard management is the process by which your organization directs inbound and outbound vehicles and trucks, personnel, shipments, pallets and everything moving in the yard to your docks. Having the right balance of inbound and outbound freight relies on effective yard management.",[]
1117,Serialized Containers,active,Serialized containers typically carry a hierarchy of lover level SSCCs and hierarchies of SGTINs.,[]
1118,Tote Management,active,"Tote Management is an affordable cloud-based chemical inventory management software solution to track, manage and maintain your IBC Totes and other equipment. Using barcodes or RFID tags, the system collects information with rugged handheld scanners, smartphones or tablets.",[]
1119,Silo Management,active,"Silo Management It occurs when departments or management groups do not share information, goals, tools, priorities and processes with other departments. The silo mentality is believed to impact operations, reduce employee morale and may contribute to the overall failure of a company or its products and culture.",[]
1120,Gaylord Management,active,"Gaylord Management, LLC can help you reach your goals while navigating today’s volatile markets and guiding you to avoid the common pitfalls and mistakes common to self-directed investors. My firm specializes in financial planning and personal asset management.  My focus is to create the right investment and savings plan so your financial goals are met and your future is secure.",[]
1121,Mitigate,active,Risk mitigation is a strategy to prepare for and lessen the effects of threats faced by a data center.,[]
1122,Vision & Mission Planning,active,"Mission and Vision Statements are often combined to provide a statement of the company's purposes, goals and values.",[]
1123,Strategy Tracking & Management,active,"Strategic management is the ongoing planning, monitoring, analysis and assessment of all necessities an organization needs to meet its goals and objectives. Changes in business environments will require organizations to constantly assess their strategies for success.",[]
1124,Process Strategy Management,active,"The strategic management process means defining the organization's strategy. It is also defined as the process by which managers make a choice of a set of strategies for the organization that will enable it to achieve better performance.",[]
1125,Long Term Planning,active,"A long-term planning is about setting a process by which a particular strategic plan will be achieved. A long-term planning usually differs for each department and involves monitoring and evaluating activities, as well as establishing goals that you expect to achieve five or more years ahead.",[]
1126,Organizational Goals Management,active,"Organizational goals are strategic objectives that a company's management establishes to outline expected outcomes and guide employees' efforts.",[]
1127,Business Unit Management,active,"A Business Unit Manager's primary responsibility is to ensure that a business unit – a particular segment of a company, such as technical support or mail distribution – is meeting goals that contribute to the overall success of a company.",[]
1128,M&A Strategy & Planning,active,The Strategic Planning and Mergers & Acquisitions (M&A) processes are two key elements that have an impact on the organizational definition of the company. Thus the Merger & Acquisitions (M&A) activities arise as another key process in the company.,[]
1129,M&A Management,active,"M&A management of projects is the planning, organizing, and managing the effort to accomplish a successful M&A deal. Project management enables teams to have cross-functional collaboration, and delegation.",[]
1130,Acquisitions Tracking,active,Acquisition Tracking is the process of obtaining resources needed for a company to produce the products sold to consumers. Other terms for this process include procurement or contract management.,[]
1131,M&A Integrations Management,active,M&A integration or Post-merger integration (PMI) is the process of bringing two or more companies together with the aim of maximizing synergies to ensure that the deal lives up to its predicted value.,[]
1132,Product Rationalization,active,Product rationalization is to reach a maximum number of customers with a minimum number of products in order to maximize revenue for each product.,[]
1133,Business Performance & Operations,active,Business performance & operations is entails measuring the actual performance of a business against intended goals. Regularly checking your business performance protects your business against any financial or organizational problems. It helps businesses in lowering process cost and improving productivity and mission effectiveness.,[]
1134,Product Coordination,active,A product coordinator often works in the product management or sales office of a distribution or manufacturing firm. He or she is responsible for all aspects of product life cycle management.,[]
1135,Project Management,active,"Project management is the process of leading the work of a team to achieve goals and meet . this subject matter, studies suggest lack of definition and reasonable understanding of complexity in relation to management of complex projects.",[]
1136,Evaluate & Select,active,"The candidates' proposals were evaluated by an internal and external selection process according to strict selection criteria focusing on candidates' professional skills and research potential. The entire process was organised in several steps: the eligibility check. a “matching process”",[]
1137,Contract Maintenance,active,"A maintenance contract, defined as the contract between 2 parties which creates the agreement that one party will maintain an asset owned by another party, is common across many industries. Maintenance contracts can exist for equipment, a building, landscape, computers and other information technologies, and more.",[]
1138,Performance Management,active,"Performance management is an ongoing process of communication between a supervisor and an employee that occurs throughout the year, in support of accomplishing the strategic objectives of the organization.",[]
1139,Onboarding,active,"Onboarding, also known as organizational socialization, refers to the mechanism through which new employees acquire the necessary knowledge, skills, and behaviors to become effective organizational members and insiders.",[]
1140,Offboarding,active,"Offboarding is processing someone out who is leaving the organization, whether they're leaving voluntarily or involuntarily, and it should be defined and applied consistently.",[]
1141,Strategic Execution Monitoring & Tracking,active,"The strategy-to-execution process provides a structured approach to clarifying, communicating, implementing, and managing strategy. The goal of this process is to ensure the organization focuses on developing high-value capabilities and making investments that optimize value.",[]
1142,Market Surveys,active,"Market survey is the survey research and analysis of the market for a particular product/service which includes the investigation into customer inclinations. A study of various customer capabilities such as investment attributes and buying potential.
",[]
1143,Internal Audit & Analysis,active,"Internal audits evaluate a company's internal controls, including its corporate governance and accounting processes. These audits ensure compliance with laws and regulations and help to maintain accurate and timely financial reporting and data collection.",[]
1144,Concept Establishment,active,"A business Concept describes the rationale of how an organization creates, delivers, and captures value, in economic, social, cultural or other contexts. The process of business model construction and modification is also called business model innovation and forms a part of business strategy.",[]
1145,Organizational Restructuring,active,"Restructuring is the corporate management term for the act of reorganizing the legal, ownership, operational, or other structures of a company for the purpose of making it more profitable, or better organized for its present needs.",[]
1146,Chatbot,active,"A chatbot is a computer program that's designed to simulate human conversation. Users communicate with these tools using a chat interface or via voice, just like they would converse with another person. ",[]
1147,Ticket Management,active,Ticket management is the process of managing issues and requests. Tickets are simple data entities for tracking something that needs to be actioned. Ticket management is built into a broad range of software and is an extremely common business tool.,[]
1148,Customer Scorecarding,active,"The Customer Scorecard is a view of your company's customer satisfaction, marketing and sales objectives, and performance. KPIs, which measure how well an organization is achieving those goals, are attached to scorecard strategy components, which are typically critical success factors.",[]
1149,Customer Advocacy,active,"Customer advocacy is a specialized form of customer service in which companies focus on what is best for the customer. It is a change in a company's culture that is supported by customer-focused customer service and marketing techniques.”",[]
1150,Brand Ambassadors,active,"A brand ambassador (sometimes also called a corporate ambassador) is a person who is hired by an organization or company to represent a brand in a positive light, and by doing so, help to increase brand awareness and sales.",[]
1151,Customer Event Planning,active,"Event Planning consists of coordinating every detail of meetings and conventions, from the speakers and meeting location to arranging for printed materials and audio-visual equipment.",[]
1152,SLA,active,"A service-level agreement (SLA) defines the level of service you expect from a vendor, laying out the metrics by which service is measured, as well as remedies or penalties should agreed-on service levels not be achieved. It is a critical component of any technology vendor contract.",[]
1153,SOW,active,A Statement of Work (SOW) is a document within a contract that describes the work requirements for a specific project along with its performance and design expectations.,[]
1154,MSA,active,"A master service agreement, or MSA, is a contract reached between parties, in which the parties agree to most of the terms that will govern future transactions or future agreements.",[]
1155,Customer Hierarchy Management,active,"Customer hierarchies represent complex customer structures in the system and are used for the organizational structures of buying groups or chains of retail outlets, for example.",[]
1156,Community Management,active,Community management or common-pool resource management is the management of a common resource or issue by a community through the collective action of volunteers and stakeholders.,[]
1157,Contact Management,active,"Contact management is the act of storing, organising, and tracking information about your customers, prospects, and sales leads. In its most basic form, you can manage your contact data using an address book or an Excel or Google spreadsheet with entries for all the people you do business with.",[]
1158,Customer Demand Management,active,"When consumers want something, they demand it, and having the products available is the supply. Demand management is the process of predicting and planning for the demand for goods. This means understanding what customers want and making sure they have enough products to cover the demand.",[]
1159,Routing & Fulfillment Management,active,"Retail Order Routing is the efficient allocation and fulfillment of customers orders based on a set of predefined business rules. Basically, it means getting a customer order, finding the item in a retailers inventory and getting the product to the customer – fast!",[]
1160,Interaction & Engagement Management,active,Customer engagement is an interaction between an external consumer/customer (either B2C or B2B) and an organization (company or brand) through various online or offline channels,[]
1161,General Ledger Bookkeeping,active,An accounting ledger is an account or record used to store bookkeeping entries for balance-sheet and income-statement transactions.,[]
1162,Allocations,active,Allocations enable you to periodically allocate amounts and quantities from sender objects to receiver objects. The two main types of allocations are assessment and distribution. You can allocate both plan and actual data. You perform the allocation using the allocation cycle function.,[]
1163,Posting Engines & Rules,active,"Posting in accounting is the procedure of making entries from trial documents to a relevant general ledger, which contains a record of the vast volume of transaction activity. ",[]
1164,AR Invoice Management,active,Accounts receivable refers to the outstanding invoices a company has or the money clients owe the company. The phrase refers to accounts a business has the right to receive because it has delivered a product or service.,[]
1165,Cash Receipts Management,active,"Cash management is the process of collecting and managing cash flows. Cash management can be important for both individuals and companies. In business, it is a key component of a company's financial stability.",[]
1166,Reoccurring AR Billing,active,"Recurring billing occurs when a business automatically deducts a customer's payment on a regularly scheduled basis. Recurring billing is advantageous for business providers because it reduces account receivable risks.",[]
1167,Collections Management,active,"Collections management involves the development, storage, and preservation of collections and cultural heritage.",[]
1168,Rebate Management,active,"Rebate management is the process of recording supplier agreements, tracking purchases and sales against those agreements, and managing accruals and rebate claims in a timely manner. Proper rebate management can be a headache for any business, regardless of the scale of their rebate programs.",[]
1169,Credit Memo Management,active,"A credit memo is a contraction of the term ""credit memorandum,"" which is a document issued by the seller of goods or services to the buyer, reducing the amount that the buyer owes to the seller under the terms of an earlier invoice.",[]
1170,AP Invoice Management,active,"Invoice processing is the entire process your company's accounts payable team uses to handle supplier invoices. It starts when you receive an invoice and finishes when payment has been made and recorded in the general ledger. ",[]
1171,Payment & Reconciliation Management,active,Account reconciliation is particularly useful for explaining the difference between two financial records or account balances. Some differences may be acceptable because of the timing of payments and deposits.,[]
1172,Debit Management,active,"Debt management refers to an unofficial agreement with unsecured creditors for repayment of debts over a specific time period, generally extending the amount of time over which the debt will be paid back",[]
1173,AP Document Workflow,active,"Accounts Payable Automation Workflow, organizations of all sizes can completely eliminate the manual steps involved with receiving, approving, coding , matching and hand entering supplier invoices for payment.",[]
1174,Check Run Processing,active,"After entering and posting invoices, you can start a check run. Multiple ACS users can process a check run at the same time, which helps Multi-site organizations or multiple users working within the same dataset.",[]
1175,MICR Management,active,"In business management, micromanagement is a management style whereby a manager closely observes and/or controls and/or reminds the work of his/her subordinates or employees. ",[]
1176,PTO Management,active,Paid time off (PTO) is a human resource management (HRM) policy that provides employees with a pool of bankable hours that can be used for any purpose. ,[]
1177,Union Pay Management,active,"UnionPay is the largest card payment organization (debit and credit cards combined) in the world offering mobile and online payments based on total value of payment transactions, ahead of Visa and Mastercard.",[]
1178,Approval Management,active,"In simple terms, approval management refers to the workflows involved in getting a document, order or invoice authenticated and approved before it can be carried out by the concerned part of the firm responsible for it.",[]
1179,Commissions Management,active,"Commission Management software helps businesses manage and track the sales commissions sales reps earn by selling products and services, enabling the sales organization to quickly and accurately ensure that sales reps are properly compensated for their work.",[]
1180,Assembly Lines,active,An assembly line is a production process that breaks the manufacture of a good into steps that are completed in a pre-defined sequence. Assembly lines are the most commonly used method in the mass production of products.,[]
1181,Fin,active,,[]
1182,Kitting,active,Filling orders by preassembling individual items into ready-to-ship kits instead of picking and packing those individual items as orders are received is known as kitting.,[]
1183,Staging,active,"Staging (theatre), the process of selecting, designing, adapting to, or modifying the performance space for a play or film. Cancer staging, a description (usually numbers I to V) of how much the cancer has spread. ",[]
1184,Core Swap,active,"At their core, interest rate swaps are a derivative instrument built on the premise of comparative advantage.",[]
1185,Disassemble,active,These shelves disassemble quickly for easy moving.,[]
1186,Surface Mounting (SMT),active,Surface-mount technology (SMT) is a method in which the electrical components are mounted directly onto the surface of a printed circuit board (PCB). An electrical component mounted in this manner is referred to as a surface-mount device (SMD).,[]
1187,Forming,active,"Forming is a process in which the shape of a partly finished product, for example sheet metal, is changed using plastic deformation. During forming, force is applied to a piece of sheet metal to change its shape rather than remove any material.",[]
1188,Welding,active,"Welding is a fabrication process that joins materials, usually metals or thermoplastics, by using high heat to melt the parts together and allowing them to cool, causing fusion. Welding is distinct from lower temperature metal-joining techniques such as brazing and soldering, which do not melt the base metal.",[]
1189,Painting / Industrial Coating,active,"An industrial coating is a paint or coating defined by its protective, rather than its aesthetic properties, although it can provide both. The most common use of industrial coatings is for corrosion control of steel or concrete.",[]
1190,Heat Treating,active,"Heat treating (or heat treatment) is a group of industrial, thermal and metalworking processes used to alter the physical, and sometimes chemical, properties of a material. The most common application is metallurgical. Heat treatments are also used in the manufacture of many other materials, such as glass.",[]
1191,Plating,active,Plating is a surface covering in which a metal is deposited on a conductive surface. Plating has been done for hundreds of years; it is also critical for modern technology.,[]
1192,Polishing,active,"Polishing is the process of creating a smooth and shiny surface by rubbing it or by applying a chemical treatment, leaving a clean surface with a significant specular reflection (still limited by the index of refraction of the material according to the Fresnel equations.)",[]
1193,Grinding,active,Grinding is an abrasive machining process that uses a grinding wheel as the cutting tool. A wide variety of machines are used for grinding: Hand-cranked knife-sharpening stones (grindstones) Handheld power tools such as angle grinders and die grinders.,[]
1194,Vibratory Finishing,active,"Vibratory finishing is a type of mass finishing manufacturing process used to deburr, radius, descale, burnish, clean, and brighten a large number of relatively small workpieces.",[]
1195,Sandblasting,active,"Sandblasting is also known as abrasive blasting. Basically, it is the operation of forcibly propelling a stream of abrasive material against a surface. The sandblasting operation is done under high pressure to smooth a rough surface, roughen a smooth/Shape the surface to remove its contaminants.",[]
1196,Casting,active,"Casting is a manufacturing process in which a liquid material is usually poured into a mold, which contains a hollow cavity of the desired shape, and then allowed to solidify. The solidified part is also known as a casting, which is ejected or broken out of the mold to complete the process.",[]
